season,team_id,team_slug,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,RPG,avgRebounds,Rebounds Per Game,The average rebounds per game.,33.4,33.382355
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.3,1.3205742
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,PFPG,avgFouls,Fouls Per Game,The average fouls committed per game.,18.4,18.382353
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,GP,gamesPlayed,Games Played,Games Played,34,34.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,MPG,avgMinutes,Minutes Per Game,The average number of minutes per game.,0.0,0.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,1135,1135.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,general,REB,rebounds,Rebounds,The total number of rebounds (offensive and defensive).,1135,1135.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,offensive,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,81.0,81.048
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,offensive,3P%,threePointPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,32.4,32.371
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,offensive,AFGM,avgFieldGoalsMade,Average Field Goals Made,The average field goals made per game.,27.5,27.529411
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,offensive,AFGA,avgFieldGoalsAttempted,Average Field Goals Attempted,The average field goals attempted per game.,63.0,63.0
2015,11,,PHX,Phoenix Mercury,,3c286e,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,offensive,A3PM,avgThreePointFieldGoalsMade,Average 3-Point Field Goals Made,The average three point field goals made per game.,4.6,4.617647
