id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_type_alt_detail,game_date_time,game_date,PBP,team_box,player_box
300916020,s:40~l:59~e:300916020~c:300916020,2010-09-17T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-17T00:00Z,event,WNBA FINALS - GAME 3,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,84,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,87,TRUE,300916020,2010,3,,"","","",,,"",2010-09-17T00:00:00Z,2010-09-16,TRUE,TRUE,TRUE
300914014,s:40~l:59~e:300914014~c:300914014,2010-09-15T01:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-15T01:00Z,event,WNBA FINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,87,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,84,FALSE,300914014,2010,3,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-09-15T01:00:00Z,2010-09-14,TRUE,TRUE,TRUE
300912014,s:40~l:59~e:300912014~c:300912014,2010-09-12T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-12T19:00Z,event,WNBA FINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,79,TRUE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,77,FALSE,300912014,2010,3,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-09-12T19:00:00Z,2010-09-12,TRUE,TRUE,TRUE
300907020,s:40~l:59~e:300907020~c:300907020,2010-09-07T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-07T23:30Z,event,EASTERN CONFERENCE FINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,105,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,93,FALSE,300907020,2010,3,,"","","",,,"",2010-09-07T23:30:00Z,2010-09-07,TRUE,TRUE,TRUE
300905009,s:40~l:59~e:300905009~c:300905009,2010-09-05T23:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-05T23:00Z,event,EASTERN CONFERENCE FINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,75,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,81,TRUE,300905009,2010,3,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2010-09-05T23:00:00Z,2010-09-05,TRUE,TRUE,TRUE
300905011,s:40~l:59~e:300905011~c:300905011,2010-09-05T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-05T19:00Z,event,WESTERN CONFERENCE FINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,88,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,91,TRUE,300905011,2010,3,,"","","",,,"",2010-09-05T19:00:00Z,2010-09-05,TRUE,TRUE,TRUE
300902014,s:40~l:59~e:300902014~c:300902014,2010-09-03T02:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-03T02:00Z,event,WESTERN CONFERENCE FINALS - GAME 1,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,82,TRUE,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,74,FALSE,300902014,2010,3,2184,KeyArena,Seattle,WA,17459,TRUE,"",2010-09-03T02:00:00Z,2010-09-02,TRUE,TRUE,TRUE
300901009,s:40~l:59~e:300901009~c:300901009,2010-09-01T23:30Z,0,TRUE,FALSE,FALSE,FALSE,2010-09-01T23:30Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 3,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,77,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,74,FALSE,300901009,2010,3,1830,Madison Square Garden,New York,NY,19763,FALSE,"",2010-09-01T23:30:00Z,2010-09-01,TRUE,TRUE,TRUE
300829005,s:40~l:59~e:300829005~c:300829005,2010-08-30T00:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-30T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,75,TRUE,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,67,FALSE,300829005,2010,3,,"","","",,,"",2010-08-30T00:00:00Z,2010-08-29,TRUE,TRUE,TRUE
300828006,s:40~l:59~e:300828006~c:300828006,2010-08-28T19:00Z,0,TRUE,FALSE,FALSE,FALSE,2010-08-28T19:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 2,1,STD,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,66,FALSE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,81,TRUE,300828006,2010,3,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",2010-08-28T19:00:00Z,2010-08-28,TRUE,TRUE,TRUE
