id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,game_id,season,season_type,home_logo,status_type_alt_detail,game_date_time,game_date,PBP,team_box,player_box
400927411,s:40~l:59~e:400927411~c:400927411,2017-05-24T23:00Z,5875,TRUE,FALSE,FALSE,FALSE,2017-05-24T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,93,TRUE,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,90,FALSE,400927411,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",2017-05-24T23:00:00Z,2017-05-24,TRUE,TRUE,TRUE
400927410,s:40~l:59~e:400927410~c:400927410,2017-05-24T16:30Z,6714,TRUE,FALSE,FALSE,FALSE,2017-05-24T16:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,67,FALSE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,82,TRUE,400927410,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",2017-05-24T16:30:00Z,2017-05-24,TRUE,TRUE,TRUE
400927409,s:40~l:59~e:400927409~c:400927409,2017-05-24T02:00Z,7886,TRUE,FALSE,FALSE,FALSE,2017-05-24T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,67,FALSE,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,69,TRUE,400927409,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",2017-05-24T02:00:00Z,2017-05-23,TRUE,TRUE,TRUE
400927408,s:40~l:59~e:400927408~c:400927408,2017-05-24T00:00Z,8033,TRUE,FALSE,FALSE,FALSE,2017-05-24T00:00Z,"","",1,STD,1835,Xcel Energy Center,Saint Paul,MN,17954,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,80,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,78,FALSE,400927408,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",2017-05-24T00:00:00Z,2017-05-23,TRUE,TRUE,TRUE
400927407,s:40~l:59~e:400927407~c:400927407,2017-05-21T23:00Z,6088,TRUE,FALSE,FALSE,FALSE,2017-05-21T23:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,81,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,71,FALSE,400927407,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",2017-05-21T23:00:00Z,2017-05-21,TRUE,TRUE,TRUE
400927406,s:40~l:59~e:400927406~c:400927406,2017-05-21T19:00Z,4859,TRUE,FALSE,FALSE,FALSE,2017-05-21T19:00Z,"","",1,STD,2206,McCamish Pavilion,Atlanta,GA,8900,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,71,FALSE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,75,TRUE,400927406,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,"",2017-05-21T19:00:00Z,2017-05-21,TRUE,TRUE,TRUE
400927405,s:40~l:59~e:400927405~c:400927405,2017-05-21T00:00Z,5169,TRUE,FALSE,FALSE,FALSE,2017-05-21T00:00Z,"","",1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,87,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,89,TRUE,400927405,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,"",2017-05-21T00:00:00Z,2017-05-20,TRUE,TRUE,TRUE
400927404,s:40~l:59~e:400927404~c:400927404,2017-05-20T23:00Z,7385,TRUE,FALSE,FALSE,FALSE,2017-05-20T23:00Z,"","",1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,81,TRUE,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,79,FALSE,400927404,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,"",2017-05-20T23:00:00Z,2017-05-20,TRUE,TRUE,TRUE
400927403,s:40~l:59~e:400927403~c:400927403,2017-05-20T02:30Z,12127,TRUE,FALSE,FALSE,FALSE,2017-05-20T02:30Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,99,TRUE,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,89,FALSE,400927403,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",2017-05-20T02:30:00Z,2017-05-19,TRUE,TRUE,TRUE
400927402,s:40~l:59~e:400927402~c:400927402,2017-05-20T00:30Z,6631,TRUE,FALSE,FALSE,FALSE,2017-05-20T00:30Z,"","",1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,83,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,91,TRUE,400927402,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,"",2017-05-20T00:30:00Z,2017-05-19,TRUE,TRUE,TRUE
400927401,s:40~l:59~e:400927401~c:400927401,2017-05-20T00:00Z,6400,TRUE,FALSE,FALSE,FALSE,2017-05-20T00:00Z,"","",1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,72,FALSE,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,78,TRUE,400927401,2017,2,"","",2017-05-20T00:00:00Z,2017-05-19,TRUE,TRUE,TRUE
400927400,s:40~l:59~e:400927400~c:400927400,2017-05-18T23:00Z,7004,TRUE,FALSE,FALSE,FALSE,2017-05-18T23:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,71,FALSE,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,90,TRUE,400927400,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-05-18T23:00:00Z,2017-05-18,TRUE,TRUE,TRUE
400927399,s:40~l:59~e:400927399~c:400927399,2017-05-18T02:00Z,8896,TRUE,FALSE,FALSE,FALSE,2017-05-18T02:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,85,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,62,FALSE,400927399,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",2017-05-18T02:00:00Z,2017-05-17,TRUE,TRUE,TRUE
400927397,s:40~l:59~e:400927397~c:400927397,2017-05-14T23:00Z,7969,TRUE,FALSE,FALSE,FALSE,2017-05-14T23:00Z,"","",1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,87,TRUE,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,82,FALSE,400927397,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,"",2017-05-14T23:00:00Z,2017-05-14,TRUE,TRUE,TRUE
400927398,s:40~l:59~e:400927398~c:400927398,2017-05-14T23:00Z,9234,TRUE,FALSE,FALSE,FALSE,2017-05-14T23:00Z,"","",1,STD,1835,Xcel Energy Center,Saint Paul,MN,17954,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,1835,70,TRUE,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,61,FALSE,400927398,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,"",2017-05-14T23:00:00Z,2017-05-14,TRUE,TRUE,TRUE
400927396,s:40~l:59~e:400927396~c:400927396,2017-05-14T22:00Z,9640,TRUE,FALSE,FALSE,FALSE,2017-05-14T22:00Z,"","",1,STD,1949,Footprint Center,Phoenix,AZ,17071,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,58,FALSE,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,68,TRUE,400927396,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,"",2017-05-14T22:00:00Z,2017-05-14,TRUE,TRUE,TRUE
400927395,s:40~l:59~e:400927395~c:400927395,2017-05-14T19:00Z,6126,TRUE,FALSE,FALSE,FALSE,2017-05-14T19:00Z,"","",1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,89,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",74,FALSE,400927395,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,"",2017-05-14T19:00:00Z,2017-05-14,TRUE,TRUE,TRUE
400927394,s:40~l:59~e:400927394~c:400927394,2017-05-13T23:00Z,6444,TRUE,FALSE,FALSE,FALSE,2017-05-13T23:00Z,"","",1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,74,FALSE,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,81,TRUE,400927394,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,"",2017-05-13T23:00:00Z,2017-05-13,TRUE,TRUE,TRUE
400927393,s:40~l:59~e:400927393~c:400927393,2017-05-13T21:00Z,10603,TRUE,FALSE,FALSE,FALSE,2017-05-13T21:00Z,"","",1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,78,TRUE,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,68,FALSE,400927393,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,"",2017-05-13T21:00:00Z,2017-05-13,TRUE,TRUE,TRUE
400927392,s:40~l:59~e:400927392~c:400927392,2017-05-13T19:00Z,8207,TRUE,FALSE,FALSE,FALSE,2017-05-13T19:00Z,"","",1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,73,TRUE,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",64,FALSE,400927392,2017,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,"",2017-05-13T19:00:00Z,2017-05-13,TRUE,TRUE,TRUE
