season,athlete_id,athlete_display_name,athlete_first_name,athlete_last_name,athlete_position_abbreviation,athlete_jersey,team_id,team_display_name,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2004,10,,,,,,6,Los Angeles Sparks,totals,FT,freeThrowsMade-freeThrowsAttempted,Free Throws Made-Attempted,The number of times a free throw was made.-The number of times a free throw was attempted.,330-395,
2004,10,,,,,,6,Los Angeles Sparks,totals,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,83.5,83.5
2004,10,,,,,,6,Los Angeles Sparks,totals,PF,fouls,Fouls,The number of times a player had illegal contact with the opponent.,463,463.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,DD2,doubleDouble,Double Double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots",4,4.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,TD3,tripleDouble,Triple Double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,2.0,2.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,STL/TO,stealTurnoverRatio,Steal To Turnover Ratio,The number of steals per turnover,0.4,0.4
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.203,1.203
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.48,0.48
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,3,3.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,0,0.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,1,1.0
2004,10,,,,,,6,Los Angeles Sparks,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,0,0.0
2004,108,,,,,,16,Washington Mystics,averages,GP,gamesPlayed,Games Played,Games Played,216,216.0
2004,108,,,,,,16,Washington Mystics,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,0,0.0
2004,108,,,,,,16,Washington Mystics,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,12.0,12.0
2004,108,,,,,,16,Washington Mystics,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,3.7,3.7
2004,108,,,,,,16,Washington Mystics,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,0.3,0.3
2004,108,,,,,,16,Washington Mystics,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,1.2,1.2
2004,108,,,,,,16,Washington Mystics,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,1.5,1.5
2004,108,,,,,,16,Washington Mystics,averages,AST,avgAssists,Assists Per Game,The average assists per game.,1.4,1.4
2004,108,,,,,,16,Washington Mystics,averages,STL,avgSteals,Steals Per Game,The average steals per game.,0.4,0.4
2004,108,,,,,,16,Washington Mystics,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,0.0,0.0
2004,108,,,,,,16,Washington Mystics,averages,TO,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,0.9,0.9
2004,108,,,,,,16,Washington Mystics,averages,FG,avgFieldGoalsMade-avgFieldGoalsAttempted,Field Goals Made-Attempted Per Game,The average field goals made per game.-The average field goals attempted per game.,1.3-3.4,
2004,108,,,,,,16,Washington Mystics,averages,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,37.1,37.1
2004,108,,,,,,16,Washington Mystics,averages,3PT,avgThreePointFieldGoalsMade-avgThreePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted Per Game,The average three point field goals made per game.-The average three point field goals attempted per game.,0.5-1.3,
2004,108,,,,,,16,Washington Mystics,averages,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,35.9,35.9
2004,108,,,,,,16,Washington Mystics,averages,FT,avgFreeThrowsMade-avgFreeThrowsAttempted,Free Throws Made-Attempted Per Game,The average free throw shots made per game.-The average free throw shots attempted per game.,0.7-0.8,
2004,108,,,,,,16,Washington Mystics,averages,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,85.9,85.9
2004,108,,,,,,16,Washington Mystics,averages,PF,avgFouls,Fouls Per Game,The average fouls committed per game.,0.9,0.9
2004,108,,,,,,16,Washington Mystics,totals,PTS,points,Points,The number of points scored.,797,797.0
2004,108,,,,,,16,Washington Mystics,totals,OR,offensiveRebounds,Offensive Rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,57,57.0
2004,108,,,,,,16,Washington Mystics,totals,DR,defensiveRebounds,Defensive Rebounds,The number of times when the defense obtains the possession of the ball after a missed shot by the offense.,257,257.0
2004,108,,,,,,16,Washington Mystics,totals,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,314,314.0
2004,108,,,,,,16,Washington Mystics,totals,AST,assists,Assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",305,305.0
2004,108,,,,,,16,Washington Mystics,totals,STL,steals,Steals,The number of times a defensive player forced a turnover by intercepting or deflecting a pass or a dribble of an offensive player.,96,96.0
2004,108,,,,,,16,Washington Mystics,totals,BLK,blocks,Blocks,"Short for blocked shot, number of times when a defensive player legally deflects a field goal attempt from an offensive player.",10,10.0
2004,108,,,,,,16,Washington Mystics,totals,TO,turnovers,Turnovers,The number of times a player loses possession to the other team.,202,202.0
2004,108,,,,,,16,Washington Mystics,totals,FG,fieldGoalsMade-fieldGoalsAttempted,Field Goals Made-Attempted,The number of times a 2pt field goal was made.-The number of times a 2pt field goal was attempted.,274-738,
2004,108,,,,,,16,Washington Mystics,totals,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,37.1,37.1
2004,108,,,,,,16,Washington Mystics,totals,3PT,threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted,The number of times a 3pt field goal was made.-The number of times a 3pt field goal was attempted.,103-287,
2004,108,,,,,,16,Washington Mystics,totals,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,35.9,35.9
2004,108,,,,,,16,Washington Mystics,totals,FT,freeThrowsMade-freeThrowsAttempted,Free Throws Made-Attempted,The number of times a free throw was made.-The number of times a free throw was attempted.,146-170,
2004,108,,,,,,16,Washington Mystics,totals,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,85.9,85.9
2004,108,,,,,,16,Washington Mystics,totals,PF,fouls,Fouls,The number of times a player had illegal contact with the opponent.,201,201.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,DD2,doubleDouble,Double Double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots",1,1.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,TD3,tripleDouble,Triple Double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.5,1.5
2004,108,,,,,,16,Washington Mystics,miscellaneous,STL/TO,stealTurnoverRatio,Steal To Turnover Ratio,The number of steals per turnover,0.5,0.5
2004,108,,,,,,16,Washington Mystics,miscellaneous,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.080,1.08
2004,108,,,,,,16,Washington Mystics,miscellaneous,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.44,0.44
2004,108,,,,,,16,Washington Mystics,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,0,0.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,1,1.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,0,0.0
2004,108,,,,,,16,Washington Mystics,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,0,0.0
2004,119,,,,,,11,Phoenix Mercury,averages,GP,gamesPlayed,Games Played,Games Played,161,161.0
2004,119,,,,,,11,Phoenix Mercury,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,127,127.0
2004,119,,,,,,11,Phoenix Mercury,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,21.3,21.3
2004,119,,,,,,11,Phoenix Mercury,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,7.1,7.1
2004,119,,,,,,11,Phoenix Mercury,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,0.3,0.3
2004,119,,,,,,11,Phoenix Mercury,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,1.4,1.4
2004,119,,,,,,11,Phoenix Mercury,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,1.7,1.7
2004,119,,,,,,11,Phoenix Mercury,averages,AST,avgAssists,Assists Per Game,The average assists per game.,1.4,1.4
2004,119,,,,,,11,Phoenix Mercury,averages,STL,avgSteals,Steals Per Game,The average steals per game.,0.6,0.6
2004,119,,,,,,11,Phoenix Mercury,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,0.2,0.2
2004,119,,,,,,11,Phoenix Mercury,averages,TO,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,1.4,1.4
2004,119,,,,,,11,Phoenix Mercury,averages,FG,avgFieldGoalsMade-avgFieldGoalsAttempted,Field Goals Made-Attempted Per Game,The average field goals made per game.-The average field goals attempted per game.,2.6-6.9,
2004,119,,,,,,11,Phoenix Mercury,averages,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,37.9,37.9
2004,119,,,,,,11,Phoenix Mercury,averages,3PT,avgThreePointFieldGoalsMade-avgThreePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted Per Game,The average three point field goals made per game.-The average three point field goals attempted per game.,1.0-2.6,
2004,119,,,,,,11,Phoenix Mercury,averages,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,38.8,38.8
2004,119,,,,,,11,Phoenix Mercury,averages,FT,avgFreeThrowsMade-avgFreeThrowsAttempted,Free Throws Made-Attempted Per Game,The average free throw shots made per game.-The average free throw shots attempted per game.,0.9-1.2,
2004,119,,,,,,11,Phoenix Mercury,averages,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,72.5,72.5
2004,119,,,,,,11,Phoenix Mercury,averages,PF,avgFouls,Fouls Per Game,The average fouls committed per game.,1.4,1.4
2004,119,,,,,,11,Phoenix Mercury,totals,PTS,points,Points,The number of points scored.,1143,1143.0
2004,119,,,,,,11,Phoenix Mercury,totals,OR,offensiveRebounds,Offensive Rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,52,52.0
2004,119,,,,,,11,Phoenix Mercury,totals,DR,defensiveRebounds,Defensive Rebounds,The number of times when the defense obtains the possession of the ball after a missed shot by the offense.,224,224.0
2004,119,,,,,,11,Phoenix Mercury,totals,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,276,276.0
2004,119,,,,,,11,Phoenix Mercury,totals,AST,assists,Assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",221,221.0
2004,119,,,,,,11,Phoenix Mercury,totals,STL,steals,Steals,The number of times a defensive player forced a turnover by intercepting or deflecting a pass or a dribble of an offensive player.,97,97.0
2004,119,,,,,,11,Phoenix Mercury,totals,BLK,blocks,Blocks,"Short for blocked shot, number of times when a defensive player legally deflects a field goal attempt from an offensive player.",30,30.0
2004,119,,,,,,11,Phoenix Mercury,totals,TO,turnovers,Turnovers,The number of times a player loses possession to the other team.,225,225.0
2004,119,,,,,,11,Phoenix Mercury,totals,FG,fieldGoalsMade-fieldGoalsAttempted,Field Goals Made-Attempted,The number of times a 2pt field goal was made.-The number of times a 2pt field goal was attempted.,421-1112,
2004,119,,,,,,11,Phoenix Mercury,totals,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,37.9,37.9
2004,119,,,,,,11,Phoenix Mercury,totals,3PT,threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted,The number of times a 3pt field goal was made.-The number of times a 3pt field goal was attempted.,161-415,
2004,119,,,,,,11,Phoenix Mercury,totals,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,38.8,38.8
2004,119,,,,,,11,Phoenix Mercury,totals,FT,freeThrowsMade-freeThrowsAttempted,Free Throws Made-Attempted,The number of times a free throw was made.-The number of times a free throw was attempted.,140-193,
2004,119,,,,,,11,Phoenix Mercury,totals,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,72.5,72.5
2004,119,,,,,,11,Phoenix Mercury,totals,PF,fouls,Fouls,The number of times a player had illegal contact with the opponent.,219,219.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,DD2,doubleDouble,Double Double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,TD3,tripleDouble,Triple Double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.0,1.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,STL/TO,stealTurnoverRatio,Steal To Turnover Ratio,The number of steals per turnover,0.4,0.4
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.028,1.028
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.45,0.45
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,0,0.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,0,0.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,0,0.0
2004,119,,,,,,11,Phoenix Mercury,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,0,0.0
2004,121,,,,,,3,Detroit Shock,averages,GP,gamesPlayed,Games Played,Games Played,380,380.0
2004,121,,,,,,3,Detroit Shock,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,85,85.0
2004,121,,,,,,3,Detroit Shock,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,24.0,24.0
2004,121,,,,,,3,Detroit Shock,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,7.3,7.3
2004,121,,,,,,3,Detroit Shock,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,0.9,0.9
2004,121,,,,,,3,Detroit Shock,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,1.6,1.6
2004,121,,,,,,3,Detroit Shock,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,2.5,2.5
2004,121,,,,,,3,Detroit Shock,averages,AST,avgAssists,Assists Per Game,The average assists per game.,2.8,2.8
2004,121,,,,,,3,Detroit Shock,averages,STL,avgSteals,Steals Per Game,The average steals per game.,0.9,0.9
2004,121,,,,,,3,Detroit Shock,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,0.1,0.1
2004,121,,,,,,3,Detroit Shock,averages,TO,avgTurnovers,Turnovers Per Game,The average turnovers committed per game.,1.8,1.8
2004,121,,,,,,3,Detroit Shock,averages,FG,avgFieldGoalsMade-avgFieldGoalsAttempted,Field Goals Made-Attempted Per Game,The average field goals made per game.-The average field goals attempted per game.,2.4-6.3,
2004,121,,,,,,3,Detroit Shock,averages,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,38.4,38.4
2004,121,,,,,,3,Detroit Shock,averages,3PT,avgThreePointFieldGoalsMade-avgThreePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted Per Game,The average three point field goals made per game.-The average three point field goals attempted per game.,0.0-0.3,
2004,121,,,,,,3,Detroit Shock,averages,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,17.7,17.7
2004,121,,,,,,3,Detroit Shock,averages,FT,avgFreeThrowsMade-avgFreeThrowsAttempted,Free Throws Made-Attempted Per Game,The average free throw shots made per game.-The average free throw shots attempted per game.,2.4-3.4,
2004,121,,,,,,3,Detroit Shock,averages,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,69.6,69.6
2004,121,,,,,,3,Detroit Shock,averages,PF,avgFouls,Fouls Per Game,The average fouls committed per game.,2.2,2.2
2004,121,,,,,,3,Detroit Shock,totals,PTS,points,Points,The number of points scored.,2779,2779.0
2004,121,,,,,,3,Detroit Shock,totals,OR,offensiveRebounds,Offensive Rebounds,The number of times when the offense obtains the possession of the ball after a missed shot.,354,354.0
2004,121,,,,,,3,Detroit Shock,totals,DR,defensiveRebounds,Defensive Rebounds,The number of times when the defense obtains the possession of the ball after a missed shot by the offense.,612,612.0
2004,121,,,,,,3,Detroit Shock,totals,REB,totalRebounds,Rebounds,The total number of rebounds for a team or player,966,966.0
2004,121,,,,,,3,Detroit Shock,totals,AST,assists,Assists,"The number of times a player who passes the ball to a teammate in a way that leads to a score by field goal, meaning that he or she was ""assisting"" in the basket. There is some judgment involved in deciding whether a passer should be credited with an assist.",1051,1051.0
2004,121,,,,,,3,Detroit Shock,totals,STL,steals,Steals,The number of times a defensive player forced a turnover by intercepting or deflecting a pass or a dribble of an offensive player.,358,358.0
2004,121,,,,,,3,Detroit Shock,totals,BLK,blocks,Blocks,"Short for blocked shot, number of times when a defensive player legally deflects a field goal attempt from an offensive player.",36,36.0
2004,121,,,,,,3,Detroit Shock,totals,TO,turnovers,Turnovers,The number of times a player loses possession to the other team.,687,687.0
2004,121,,,,,,3,Detroit Shock,totals,FG,fieldGoalsMade-fieldGoalsAttempted,Field Goals Made-Attempted,The number of times a 2pt field goal was made.-The number of times a 2pt field goal was attempted.,926-2409,
2004,121,,,,,,3,Detroit Shock,totals,FG%,fieldGoalPct,Field Goal Percentage,The ratio of field goals made to field goals attempted: FGM / FGA,38.4,38.4
2004,121,,,,,,3,Detroit Shock,totals,3PT,threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-Point Field Goals Made-Attempted,The number of times a 3pt field goal was made.-The number of times a 3pt field goal was attempted.,17-96,
2004,121,,,,,,3,Detroit Shock,totals,3P%,threePointFieldGoalPct,3-Point Field Goal Percentage,The ratio of 3pt field goals made to 3pt field goals attempted: 3PM / 3PA.,17.7,17.7
2004,121,,,,,,3,Detroit Shock,totals,FT,freeThrowsMade-freeThrowsAttempted,Free Throws Made-Attempted,The number of times a free throw was made.-The number of times a free throw was attempted.,910-1307,
2004,121,,,,,,3,Detroit Shock,totals,FT%,freeThrowPct,Free Throw Percentage,The ratio of free throws made to free throws attempted: FTM / FTA,69.6,69.6
2004,121,,,,,,3,Detroit Shock,totals,PF,fouls,Fouls,The number of times a player had illegal contact with the opponent.,831,831.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,DD2,doubleDouble,Double Double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots",2,2.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,TD3,tripleDouble,Triple Double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots",0,0.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,AST/TO,assistTurnoverRatio,Assist To Turnover Ratio,The average number of assists a player or team records per turnover,1.5,1.5
2004,121,,,,,,3,Detroit Shock,miscellaneous,STL/TO,stealTurnoverRatio,Steal To Turnover Ratio,The number of steals per turnover,0.5,0.5
2004,121,,,,,,3,Detroit Shock,miscellaneous,SC-EFF,scoringEfficiency,Scoring Efficiency,The efficiency with which a team or player scores the basketball.,1.154,1.154
2004,121,,,,,,3,Detroit Shock,miscellaneous,SH-EFF,shootingEfficiency,Shooting Efficiency,The efficiency with which a team or player shoots the basketball.,0.39,0.39
2004,121,,,,,,3,Detroit Shock,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,0,0.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,0,0.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,2,2.0
2004,121,,,,,,3,Detroit Shock,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,0,0.0
2004,122,,,,,,3,Detroit Shock,averages,GP,gamesPlayed,Games Played,Games Played,480,480.0
2004,122,,,,,,3,Detroit Shock,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,193,193.0
2004,122,,,,,,3,Detroit Shock,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,28.0,28.0
2004,122,,,,,,3,Detroit Shock,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,10.7,10.7
